Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,gender Response,gender Quantised,age Value,parh1 Response,parh1 Quantised,parh2 Response,parh2 Quantised,parh3 Response,parh3 Quantised,parh4 Response,parh4 Quantised,hypothesis Value
1,1692034717622,14/08/2023 17:38:37,1692038317622,1,14/08/2023 19:38:37,139290,5,questionnaire-sxre,,31182587,BLIND,9244547,,complete,,64da73e7babecc779f39863d,mobile,Apple iPhone,iOS 16.6,Mobile Safari 16.6,430x932,430x739,,,0,demographics,4,Female,2,35,-1,3,-1,3,-1,3,-1,3,Vr
1,1692034735372,14/08/2023 17:38:55,1692038335372,1,14/08/2023 19:38:55,139290,5,questionnaire-sxre,,31182598,BLIND,9244552,,complete,,64da73f59c4c4bcbb87d871f,mobile,Apple iPhone,iOS 14.8.1,Mobile Safari 14.1.2,414x896,414x715,,,0,demographics,4,Female,2,23,1,5,2,6,-1,3,1,5,impressions of virtual games
1,1692034739977,14/08/2023 17:38:59,1692038339977,1,14/08/2023 19:38:59,139290,5,questionnaire-sxre,,31182601,BLIND,9244564,,complete,,64da741356114ec6221fad00,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x783,,,0,demographics,4,Female,2,27,-1,3,1,5,1,5,1,5,about body sensations
1,1692034748284,14/08/2023 17:39:08,1692038348284,1,14/08/2023 19:39:08,139290,5,questionnaire-sxre,,31182607,BLIND,9244591,,complete,,64da7456e99214111c6c16de,mobile,Apple iPhone,iOS 16.6,Mobile Safari 16.6,414x896,414x726,,,0,demographics,4,Female,2,25,3,7,-2,2,2,6,-2,2,tricking the mind into thinking the person and ai were one 
1,1692034760534,14/08/2023 17:39:20,1692038360534,1,14/08/2023 19:39:20,139290,5,questionnaire-sxre,,31182612,BLIND,9244584,,complete,,64da744cd4b18a41f60acf5c,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x720,1280x603,,,0,demographics,4,Female,2,25,-2,2,-1,3,-2,2,-2,2,Trying to see how people would feel with virtual reality copying their movements
1,1692034768029,14/08/2023 17:39:28,1692038368029,1,14/08/2023 19:39:28,139290,5,questionnaire-sxre,,31182615,BLIND,9244504,,complete,,64da73616271e25123604787,mobile,Apple iPhone,iOS 16.6,Mobile Safari 16.6,390x844,390x664,,,0,demographics,4,Female,2,28,1,5,-1,3,1,5,-1,3,feeling connected to VR if it moves like you
1,1692034774417,14/08/2023 17:39:34,1692038374417,1,14/08/2023 19:39:34,139290,5,questionnaire-sxre,,31182618,BLIND,9244581,,complete,,64da74472e189e506ecaad49,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1504x1003,1504x893,,,0,demographics,4,Female,2,26,-2,2,1,5,-1,3,-1,3,self awareness
1,1692034781941,14/08/2023 17:39:41,1692038381941,1,14/08/2023 19:39:41,139290,5,questionnaire-sxre,,31182620,BLIND,9244549,,complete,,64da73ed41e84bcb95828ee2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x706,,,0,demographics,4,Female,2,34,-2,2,2,6,-2,2,2,6,"I am not sure, perhaps body image?"
1,1692034795906,14/08/2023 17:39:55,1692038395906,1,14/08/2023 19:39:55,139290,5,questionnaire-sxre,,31182624,BLIND,9244577,,complete,,64da7432bee403f208c85b4d,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1920x1080,1920x923,,,0,demographics,4,Female,2,36,-1,3,0,4,0,4,0,4,how people percieve a virtual reality gear
1,1692034796489,14/08/2023 17:39:56,1692038396489,1,14/08/2023 19:39:56,139290,5,questionnaire-sxre,,31182625,BLIND,9244572,,complete,,64da740bbee403f208c85b47,computer,Desktop or Laptop,Windows 10,Edge 115.0.1901.188,1366x768,1366x657,,,0,demographics,4,Female,2,44,2,6,-2,2,2,6,-2,2,VIRTUAL REALITY AI 
1,1692034824596,14/08/2023 17:40:24,1692038424596,1,14/08/2023 19:40:24,139290,5,questionnaire-sxre,,31182638,BLIND,9244575,,complete,,64da742d873980fe1130932c,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1536x864,1536x739,,,0,demographics,4,Female,2,44,3,7,-3,1,2,6,-2,2,What people would feel and experience seeing themselves as a vr avatar.
1,1692034844739,14/08/2023 17:40:44,1692038444739,1,14/08/2023 19:40:44,139290,5,questionnaire-sxre,,31182646,BLIND,9244555,,complete,,64da73fd45ef715bd2c59faa,mobile,Apple iPhone,iOS 16.6,Mobile Safari 16.6,414x896,414x714,,,0,demographics,4,Female,2,42,1,5,-1,3,1,5,-1,3,I think this study was about how we feel about how much control we have over a virtual reality person when it moves like our own body in the real world. 
1,1692034854952,14/08/2023 17:40:54,1692038454952,1,14/08/2023 19:40:54,139290,5,questionnaire-sxre,,31182650,BLIND,9244569,,complete,,64da74270ae8c0dc33bc607e,mobile,undefined K,Android 10,Chrome 115.0.0.0,393x851,393x722,,,0,demographics,4,Female,2,40,-1,3,1,5,-1,3,2,6,not sure
1,1692034839264,14/08/2023 17:40:39,1692038439264,1,14/08/2023 19:40:39,139290,5,questionnaire-sxre,,31182651,BLIND,9244554,,complete,,64da73fbb99f8ca2ed27936b,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x720,1280x571,,,0,demographics,4,Female,2,27,-1,3,-1,3,-1,3,1,5,Unsure
1,1692034867505,14/08/2023 17:41:07,1692038467505,1,14/08/2023 19:41:07,139290,5,questionnaire-sxre,,31182656,BLIND,9244590,,complete,,64da744ac8e9f12dc29f4819,computer,Desktop or Laptop,Windows 10,Edge 115.0.1901.200,1920x1200,1865x1095,,,0,demographics,4,Female,2,52,0,4,1,5,0,4,0,4,whether or not you could fully immerse yourself in a virtual world
1,1692034871240,14/08/2023 17:41:11,1692038471240,1,14/08/2023 19:41:11,139290,5,questionnaire-sxre,,31182658,BLIND,9244571,,complete,,64da74289f1002707b68cc23,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,375x667,375x548,,,0,demographics,4,Female,2,62,-1,3,3,7,-3,1,3,7,perception of our bodies and imagery 
1,1692034908021,14/08/2023 17:41:48,1692038508021,1,14/08/2023 19:41:48,139290,5,questionnaire-sxre,,31182669,BLIND,9244579,,complete,,64da743d5678aa538edb42a6,mobile,undefined H8216,Android 9,Chrome 104.0.0.0,360x720,360x592,,,0,demographics,4,Female,2,39,0,4,1,5,-1,3,1,5,Body movements 
1,1692034922207,14/08/2023 17:42:02,1692038522207,1,14/08/2023 19:42:02,139290,5,questionnaire-sxre,,31182674,BLIND,9244548,,complete,,64da73f071ed2ca904fbadcf,mobile,undefined K,Android 10,Chrome 115.0.0.0,486x1079,486x917,,,0,demographics,4,Female,2,35,2,6,-2,2,1,5,-3,1,how people feel about motion in virtual environment 
1,1692034931634,14/08/2023 17:42:11,1692038531634,1,14/08/2023 19:42:11,139290,5,questionnaire-sxre,,31182678,BLIND,9244550,,complete,,64da73f2cad4b9799104bdaa,mobile,Apple iPhone,iOS 16.6,Mobile Safari 16.6,320x568,320x439,,,0,demographics,4,Female,2,47,2,6,-2,2,2,6,-2,2,I understood this one more
1,1692034944575,14/08/2023 17:42:24,1692038544575,1,14/08/2023 19:42:24,139290,5,questionnaire-sxre,,31182681,BLIND,9244456,,complete,,64da72a422655e91e46ae9b7,mobile,undefined K,Android 10,Chrome 115.0.0.0,360x780,360x649,,,0,demographics,4,Female,2,33,1,5,-2,2,0,4,-1,3,virtual reality 
1,1692035180628,14/08/2023 17:46:20,1692038780628,1,14/08/2023 19:46:20,139290,5,questionnaire-sxre,,31182731,BLIND,9244514,,complete,,64da7379e63ef5f023710dc1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1470x956,1440x680,,,0,demographics,4,Female,2,52,-3,1,3,7,-3,1,3,7,I don't know
1,1692035220304,14/08/2023 17:47:00,1692038820304,1,14/08/2023 19:47:00,139290,5,questionnaire-sxre,,31182733,BLIND,9244573,,complete,,64da74158b0644d2691b45eb,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1366x619,,,0,demographics,4,Female,2,59,0,4,0,4,0,4,0,4,I think that the study was about how I perceived a virtual reality experiment.  I wondered whether it was to study emotions regarding the virtual reality environment.
1,1692048002432,14/08/2023 21:20:02,1692051602432,1,14/08/2023 23:20:02,139290,5,questionnaire-sxre,,31184914,BLIND,9246008,,complete,,64da83eedd3c1f76c0f3f187,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1536x864,1536x707,,,0,demographics,4,Female,2,50,-3,1,3,7,-3,1,3,7,mirror imaging therapy
1,1692053588857,14/08/2023 22:53:08,1692057188857,1,15/08/2023 00:53:08,139290,5,questionnaire-sxre,,31185348,BLIND,9246492,,complete,,64da7cfb70418e0525323c65,computer,Desktop or Laptop,Windows 10,Firefox 116.0,1366x768,1366x643,,,0,demographics,4,Female,2,54,3,7,-3,1,3,7,-3,1,virtual reality
1,1692127324731,15/08/2023 19:22:04,1692130924731,1,15/08/2023 21:22:04,139290,5,questionnaire-sxre,,31212509,BLIND,9252043,,complete,,64da768586f2d418fcf110a8,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1366x657,,,0,demographics,4,Female,2,39,-2,2,2,6,-2,2,2,6,I am unsure
1,1692181697026,16/08/2023 10:28:17,1692185297026,1,16/08/2023 12:28:17,139290,5,questionnaire-sxre,,31218139,BLIND,9253570,,complete,,64dcb1d8d2ae1547af306b9c,mobile,Apple iPhone,iOS 16.6,Mobile Safari 16.6,320x568,320x449,,,0,demographics,4,Female,2,22,-1,3,1,5,-1,3,2,6,not sure 
1,1692181720121,16/08/2023 10:28:40,1692185320121,1,16/08/2023 12:28:40,139290,5,questionnaire-sxre,,31218151,BLIND,9253581,,complete,,64dcb2523ade3ece22c5474c,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1920x1080,1920x931,,,0,demographics,4,Female,2,27,0,4,1,5,-1,3,0,4,how realistic virtual reality games are
1,1692181885559,16/08/2023 10:31:25,1692185485559,1,16/08/2023 12:31:25,139290,5,questionnaire-sxre,,31218200,BLIND,9253595,,complete,,64dcb2fdf33b16a3252ae995,mobile,undefined K,Android 10,Chrome 115.0.0.0,412x869,412x724,,,0,demographics,4,Female,2,20,3,7,3,7,-3,1,3,7,About if a person can become enthralled into a game and if it would distort reality
1,1692181903846,16/08/2023 10:31:43,1692185503846,1,16/08/2023 12:31:43,139290,5,questionnaire-sxre,,31218204,BLIND,9253593,,complete,,64dcb2bb9bab333283be8959,mobile,undefined K,Android 10,Chrome 115.0.0.0,412x915,412x755,,,0,demographics,4,Female,2,40,-2,2,2,6,-2,2,2,6,not really sure 
1,1692182244537,16/08/2023 10:37:24,1692185844537,1,16/08/2023 12:37:24,139290,5,questionnaire-sxre,,31218316,BLIND,9253575,,complete,,64dcb21f96ecf5f5d286deb6,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1536x864,1536x747,,,0,demographics,4,Female,2,43,0,4,0,4,-1,3,0,4,Seeing what virtual reality could do?
1,1692185913961,16/08/2023 11:38:33,1692189513961,1,16/08/2023 13:38:33,139290,5,questionnaire-sxre,,31219118,BLIND,9253813,,complete,,64dcc263f09953d41ac86d06,mobile,Samsung SM-S908B,Android 13,Samsung Browser 22.0,339x727,339x640,,,0,demographics,4,Female,2,55,3,7,1,5,2,6,1,5,A more realistic online experience using my body form and shape
1,1692186663081,16/08/2023 11:51:03,1692190263081,1,16/08/2023 13:51:03,139290,5,questionnaire-sxre,,31219281,BLIND,9253839,,complete,,64dcc59040bd53255503347f,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1920x1080,1920x931,,,0,demographics,4,Female,2,36,1,5,-1,3,1,5,-1,3,How people perceive VR experiences.
1,1692864144142,24/08/2023 08:02:24,1692867744142,1,24/08/2023 10:02:24,139290,5,questionnaire-sxre,,31336971,BLIND,9283095,,complete,,64e71bd7a5503b39a1f748bb,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1250x750,1250x594,,,0,demographics,4,Female,2,45,-3,1,3,7,0,4,3,7,Change peoples perceptions of their bodies?
1,1692864153645,24/08/2023 08:02:33,1692867753645,1,24/08/2023 10:02:33,139290,5,questionnaire-sxre,,31336973,BLIND,9283096,,complete,,64e71bda92236c387e01ed89,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 114.0.0.0,1536x864,1536x714,,,0,demographics,4,Female,2,32,-3,1,2,6,-3,1,3,7,I don't know
END OF FILE
